8.328044216559552e+01,  4.374999999998908e-03,  0, 0
8.328044216559552e+01,  4.374999999998908e-03,  0, 0
7.866605966323280e+01,  1.109076853024304e-02,  1, 0
6.569912903444313e+01,  3.980235980855729e-02,  2, 0
5.446386036242365e+01,  7.302200139607473e-02,  3, 0
4.756629932885367e+01,  8.772164624764978e-02,  4, 0
4.348926155026914e+01,  8.481084130304972e-02,  5, 0
4.099723886088210e+01,  6.969259814586803e-02,  6, 0
3.914458007988025e+01,  4.955620027652463e-02,  7, 0
3.754619459644483e+01,  2.720216804957643e-02,  8, 0
3.563870345277982e+01,  7.309752461916341e-03,  9, 0
3.263103671303942e+01,  -1.033642764833864e-03,  10, 0
2.953768015618564e+01,  -9.847245147548422e-04,  11, 0
2.738253364876703e+01,  -8.035634390628488e-04,  12, 0
2.603342709804053e+01,  -6.418403925760874e-04,  13, 0
2.508619104897418e+01,  -5.613163474447180e-04,  14, 0
2.431895500437603e+01,  -4.731884056274893e-04,  15, 0
2.366921623042353e+01,  -4.160392274245028e-04,  16, 0
2.311990228098588e+01,  -4.140324087543723e-04,  17, 0
2.269225736696366e+01,  -3.986075798922961e-04,  18, 0
2.230774204429572e+01,  -4.180395630745126e-04,  19, 0
2.196821065128027e+01,  -4.057042997449578e-04,  20, 0
2.163316515192035e+01,  -3.761384106532040e-04,  21, 0
2.132047546661935e+01,  -3.282640678020643e-04,  22, 0
2.102862133833236e+01,  -2.881039828235288e-04,  23, 0
2.078230304468772e+01,  -2.231147559424995e-04,  24, 0
2.057887400805827e+01,  -1.728727519614282e-04,  25, 0
2.041846914317048e+01,  -1.365053431084950e-04,  26, 0
2.028602181607837e+01,  -1.122031681193292e-04,  27, 0
2.017254917632967e+01,  -9.205941532941520e-05,  28, 0
2.007187294145195e+01,  -8.142628030471943e-05,  29, 0
1.999126266693162e+01,  -6.530616959254942e-05,  30, 0
1.992231184852772e+01,  -5.283651497467456e-05,  31, 0
1.985648112260392e+01,  -4.478265500651446e-05,  32, 0
1.979609357496455e+01,  -3.692408861455387e-05,  33, 0
1.974157809092566e+01,  -3.382875183011169e-05,  34, 0
1.969173261893399e+01,  -3.180162922322705e-05,  35, 0
1.964622304296108e+01,  -2.766183578994941e-05,  36, 0
1.960555472260636e+01,  -2.543149743505779e-05,  37, 0
1.957086815202315e+01,  -2.289916458286800e-05,  38, 0
1.954309560636987e+01,  -1.983573733166377e-05,  39, 0
1.952071869329763e+01,  -1.655990992366352e-05,  40, 0
1.950427235406896e+01,  -1.295232683962144e-05,  41, 0
1.949031492423150e+01,  -1.109326347892292e-05,  42, 0
1.948066234241292e+01,  -1.016736986869660e-05,  43, 0
1.947462265601415e+01,  -9.156304349944300e-06,  44, 0
1.947070996203055e+01,  -8.580756367115860e-06,  45, 0
1.946715242515450e+01,  -6.871153028220611e-06,  46, 0
1.946393995530147e+01,  -6.234047985276270e-06,  47, 0
1.946115501805489e+01,  -5.775796521834131e-06,  48, 0
1.945854171013009e+01,  -5.490332598334646e-06,  49, 0
1.945669835533336e+01,  -5.163788295625693e-06,  50, 0
1.945490762343378e+01,  -5.143055040068845e-06,  51, 0
1.945335433016315e+01,  -5.238436957211157e-06,  52, 0
1.945243504334640e+01,  -4.447789467398877e-06,  53, 0
1.945195582492963e+01,  -3.483717293306654e-06,  54, 0
1.945155999132995e+01,  -2.896528922047281e-06,  55, 0
1.945123409530915e+01,  -2.794869931377342e-06,  56, 0
1.945094754495847e+01,  -2.535706319140019e-06,  57, 0
1.945069559416541e+01,  -2.480326178555536e-06,  58, 0
1.945046582206069e+01,  -2.275469681456421e-06,  59, 0
1.945023992552062e+01,  -2.260057972880425e-06,  60, 0
1.945000667948638e+01,  -2.295034638444271e-06,  61, 0
1.944975682881575e+01,  -2.389418224502116e-06,  62, 0
1.944948513145401e+01,  -2.456479304746573e-06,  63, 0
1.944919089581496e+01,  -2.409727262731032e-06,  64, 0
1.944891512790618e+01,  -1.971609914330763e-06,  65, 0
