1.667927075297533e+01,  6.560724701521803e-01,  0, 0
1.667867230501761e+01,  6.560777627519485e-01,  1, 0
1.667834911774848e+01,  6.560806237239503e-01,  2, 0
1.667819152875484e+01,  6.560820191842773e-01,  3, 0
1.667812467451738e+01,  6.560826112553824e-01,  4, 0
1.667810539541211e+01,  6.560827820025292e-01,  5, 0
1.676550095651960e+01,  6.309220691427644e-01,  6, 0
1.694249478726366e+01,  6.048930060710411e-01,  7, 0
1.737433163882628e+01,  5.765157412698692e-01,  8, 0
1.772815139920560e+01,  5.489218151563202e-01,  9, 0
1.817843770641857e+01,  5.204221283222517e-01,  10, 0
1.847972721420332e+01,  4.932766624692537e-01,  11, 0
1.895375918234244e+01,  4.644819680989940e-01,  12, 0
1.949232775541744e+01,  4.353964377937651e-01,  13, 0
1.994304153325005e+01,  4.073753183987880e-01,  14, 0
2.049599811642798e+01,  3.793853973841257e-01,  15, 0
2.111274100464908e+01,  3.526684116220367e-01,  16, 0
2.171471743735066e+01,  3.273086713459898e-01,  17, 0
2.245954459820525e+01,  3.015330885199150e-01,  18, 0
2.287512199083769e+01,  2.795932263534138e-01,  19, 0
2.335981115039857e+01,  2.574496207136725e-01,  20, 0
2.380375551881113e+01,  2.362579875152941e-01,  21, 0
2.410658539340067e+01,  2.171219124303225e-01,  22, 0
2.467898855247573e+01,  1.956094337244798e-01,  23, 0
2.488629072913967e+01,  1.780589362077212e-01,  24, 0
2.544116554889378e+01,  1.575225232430459e-01,  25, 0
2.581604608024678e+01,  1.391923207466519e-01,  26, 0
2.625831651081947e+01,  1.206972279952849e-01,  27, 0
2.646996870835456e+01,  1.048866671329529e-01,  28, 0
2.675921994289828e+01,  8.846449977172610e-02,  29, 0
2.702759522258721e+01,  7.242003579785417e-02,  30, 0
2.742851008441992e+01,  5.517979986551969e-02,  31, 0
2.767384182670867e+01,  3.957326537265460e-02,  32, 0
2.810489002723306e+01,  2.233589231961441e-02,  33, 0
2.822107132281335e+01,  8.392261132059264e-03,  34, 0
2.887748498950469e+01,  -1.062451421368615e-02,  35, 0
2.749165416050617e+01,  3.507480040178645e-03,  36, 0
2.657054637723493e+01,  -2.524437430323712e-03,  37, 0
2.548829701786253e+01,  1.237239532795531e-03,  38, 0
2.469776721063729e+01,  5.018447070981313e-04,  39, 0
2.394520594314026e+01,  2.021355873711439e-04,  40, 0
2.326327927251547e+01,  5.970949053568653e-05,  41, 0
2.264030591368519e+01,  2.039453923119439e-04,  42, 0
2.207442882368535e+01,  3.753207387617863e-04,  43, 0
2.160000437751315e+01,  -7.963482335171523e-05,  44, 0
2.116171270533976e+01,  -1.453231388840459e-04,  45, 0
2.074497846078287e+01,  -3.567733527010120e-04,  46, 0
2.033715750881616e+01,  -4.137529066583490e-06,  47, 0
2.001503249324105e+01,  -4.136850724544283e-04,  48, 0
1.959283599350491e+01,  4.954568597532738e-04,  49, 0
1.931129264019939e+01,  -6.035337232113136e-05,  50, 0
1.901199464613462e+01,  5.271599731271337e-05,  51, 0
1.877999965930718e+01,  -2.650892565868590e-04,  52, 0
1.848026927970268e+01,  -3.237784576106684e-04,  53, 0
1.824977125623898e+01,  -2.110991981836285e-04,  54, 0
1.798481943069621e+01,  2.324317887048011e-06,  55, 0
1.786543719611760e+01,  -1.362725273087451e-04,  56, 0
1.762824715319833e+01,  -3.523410671140148e-04,  57, 0
1.752417960269473e+01,  -3.657048519496442e-04,  58, 0
1.730464265405739e+01,  -2.472007721481262e-04,  59, 0
1.719204079376371e+01,  -3.161904467781085e-04,  60, 0
1.703295785688714e+01,  -3.263575956634623e-04,  61, 0
1.694686198721775e+01,  -4.141341820832478e-04,  62, 0
1.680981016151592e+01,  -2.984173595438344e-04,  63, 0
1.672079167861813e+01,  -3.020874071574253e-04,  64, 0
1.660176669412298e+01,  -1.657703016926249e-04,  65, 0
1.655376673166116e+01,  -2.802982066293369e-04,  66, 0
1.646698410202263e+01,  -6.834922807907873e-05,  67, 0
1.639135167294864e+01,  -1.701123591653086e-04,  68, 0
1.639029696135332e+01,  -2.732319594768162e-04,  69, 0
1.627331132106861e+01,  -3.465309510392034e-04,  70, 0
1.621060900451280e+01,  -1.193105153313168e-04,  71, 0
1.616829530270117e+01,  -9.697984458567621e-05,  72, 0
1.610210486653718e+01,  -8.415375148007609e-05,  73, 0
1.609340052715782e+01,  -1.082722063858732e-04,  74, 0
1.603074187978155e+01,  -4.779322203518621e-05,  75, 0
1.599117306808020e+01,  -1.964434320541608e-04,  76, 0
1.601789305521811e+01,  -1.423201070601676e-04,  77, 0
1.592284940336094e+01,  -2.452956925719230e-04,  78, 0
1.667927075297533e+01,  6.560724701521803e-01,  0, 0
1.667867230501761e+01,  6.560777627519485e-01,  1, 0
1.667834911774848e+01,  6.560806237239503e-01,  2, 0
1.667819152875484e+01,  6.560820191842773e-01,  3, 0
1.667812467451738e+01,  6.560826112553824e-01,  4, 0
1.667810539541211e+01,  6.560827820025292e-01,  5, 0
1.676550095651960e+01,  6.309220691427644e-01,  6, 0
1.694249478726366e+01,  6.048930060710411e-01,  7, 0
1.737433163882628e+01,  5.765157412698692e-01,  8, 0
1.772815139920560e+01,  5.489218151563202e-01,  9, 0
1.817843770641857e+01,  5.204221283222517e-01,  10, 0
1.847972721420332e+01,  4.932766624692537e-01,  11, 0
1.895375918234244e+01,  4.644819680989940e-01,  12, 0
1.949232775541744e+01,  4.353964377937651e-01,  13, 0
1.994304153325005e+01,  4.073753183987880e-01,  14, 0
2.049599811642798e+01,  3.793853973841257e-01,  15, 0
2.111274100464908e+01,  3.526684116220367e-01,  16, 0
2.171471743735066e+01,  3.273086713459898e-01,  17, 0
2.245954459820525e+01,  3.015330885199150e-01,  18, 0
2.287512199083769e+01,  2.795932263534138e-01,  19, 0
2.335981115039857e+01,  2.574496207136725e-01,  20, 0
2.380375551881113e+01,  2.362579875152941e-01,  21, 0
2.410658539340067e+01,  2.171219124303225e-01,  22, 0
2.467898855247573e+01,  1.956094337244798e-01,  23, 0
2.488629072913967e+01,  1.780589362077212e-01,  24, 0
2.544116554889378e+01,  1.575225232430459e-01,  25, 0
2.581604608024678e+01,  1.391923207466519e-01,  26, 0
2.625831651081947e+01,  1.206972279952849e-01,  27, 0
2.646996870835456e+01,  1.048866671329529e-01,  28, 0
2.675921994289828e+01,  8.846449977172610e-02,  29, 0
2.702759522258721e+01,  7.242003579785417e-02,  30, 0
2.742851008441992e+01,  5.517979986551969e-02,  31, 0
2.767384182670867e+01,  3.957326537265460e-02,  32, 0
